outreach_id,company_name,domain,city,state,zip,company_linkedin,has_dol,has_blog,ceo_filled,ceo_linkedin,cfo_filled,cfo_linkedin,hr_filled,hr_linkedin
a1f95f44-2aa4-4ffb-98a8-431ca9fdaa7f,ISHIFT LLC,ishift.io,Washington,DC,20148,,YES,YES,YES,https://www.linkedin.com/in/paurush,YES,https://www.linkedin.com/in/joe-swink,YES,https://www.linkedin.com/in/joe-swink
82add618-200d-44cc-a891-b5ccf2f385b6,"MODEL B, LLC",modelb.com,Washington,DC,20115,,YES,YES,YES,https://www.linkedin.com/in/topherperkins,YES,https://www.linkedin.com/in/topherperkins,YES,https://www.linkedin.com/in/topherperkins
0bdea1a2-b286-4d1e-958d-ab29a627a9a5,"NO PAYNE NO GAIN, INC.",noplanenogain.org,Washington,DC,20132,,YES,YES,,,,,,
40e2de8b-4e7a-4f07-8921-f768032a800d,OCEAN VISIONS INC.,oceanvisions.org,Washington,DC,20176,,YES,YES,YES,https://www.linkedin.com/in/bradack,YES,https://www.linkedin.com/in/leonardo-valenzuela-p%c3%a9rez-12202414,YES,https://www.linkedin.com/in/leonardo-valenzuela-p%c3%a9rez-12202414
b5efb0b6-9e40-4b57-b38a-e48bfb57d3c9,POOLE LAW GROUP LIMITED,theworldlawgroup.com,Washington,DC,21740,,YES,YES,YES,https://www.linkedin.com/in/hannashea,YES,https://www.linkedin.com/in/hannashea,YES,https://www.linkedin.com/in/hannashea
433fea41-2e13-44f0-8d07-b5608fd454fb,RAPID CYCLE SOLUTIONS LLC,rapidcyclesolutions.com,Washington,DC,20181,,YES,YES,YES,https://www.linkedin.com/in/lori-engel-58ab37235,YES,https://www.linkedin.com/in/lori-engel-58ab37235,YES,https://www.linkedin.com/in/lori-engel-58ab37235
2ebb5575-6516-43d7-a114-5defc2c7c9c1,"REVTEK SOLUTIONS, LLC",revteksolutions.net,Washington,DC,20176,,YES,YES,YES,https://www.linkedin.com/in/gabrielgalvan2020,YES,https://www.linkedin.com/in/gabrielgalvan2020,YES,https://www.linkedin.com/in/gabrielgalvan2020
cefbbcdb-b7b8-4f27-8f86-ee90cce2e62b,SPS Payment Systems,uschamber.com,Washington,DC,15235,https://www.linkedin.com/company/sps-payment-systems,YES,YES,YES,,YES,https://www.linkedin.com/in/brianbendercpa,YES,
c49de694-cfcb-4e31-9a4f-39a36b0e7678,STERLING STRATEGIES LLC,sterlingstrategies.co,Washington,DC,21550,,YES,YES,YES,https://www.linkedin.com/in/caroline-cj-jaros-571145b3/,YES,https://www.linkedin.com/in/caroline-cj-jaros-571145b3/,YES,https://www.linkedin.com/in/caroline-cj-jaros-571145b3/
5658c891-86c0-4b04-9827-77eb02aa16cb,TECHNOLOGY & BUSINESS MANAGEMENT INC.,tbmus.com,Washington,DC,20169,,YES,YES,YES,https://www.linkedin.com/in/zakirmahmood,YES,https://www.linkedin.com/in/zakirmahmood,YES,https://www.linkedin.com/in/zakirmahmood
95505859-8c99-4269-9235-cb253b9fe6ef,"THE PIRKO GROUP, LLC",thepirkogroup.com,Washington,DC,20152,,YES,YES,YES,,YES,,YES,
b43dd40f-e538-45d3-becb-9e17235be8b3,"FIREFLY FARMS, INC.",fireflyfarms.com,ACCIDENT,MD,21520,,YES,YES,YES,https://www.linkedin.com/in/michaelwkoch,YES,https://www.linkedin.com/in/michaelwkoch,YES,https://www.linkedin.com/in/michaelwkoch
2eb9f387-8dca-458f-9e80-e8f5e9585e6d,"Garrett Container Systems, Inc.",garrettcontainer.com,ACCIDENT,MD,21520,https://www.linkedin.com/company/garrett-container-systems-inc.,YES,YES,YES,https://www.linkedin.com/in/neil-cardiff-mba-a0a79963,YES,https://www.linkedin.com/in/shellie-knotts-390191242/,YES,https://www.linkedin.com/in/ellen-quinn-hamlin-sphr-52104161/
959e6735-4e48-4808-82e7-4eac4ee1bcfc,"HART FOR ANIMALS, INC.",hartforanimals.org,ACCIDENT,MD,21520,,YES,YES,YES,https://www.linkedin.com/in/cari-zbel-8a2633176,YES,https://www.linkedin.com/in/justin-swauger-46509531a,YES,https://www.linkedin.com/in/justin-swauger-46509531a
9fefedd9-059b-4661-8498-2e5f4ce42678,BECKFORD GROUP LLC,beckford.group,BRUNSWICK,MD,21716,,YES,YES,YES,https://www.linkedin.com/in/beth-doherty-444029189,YES,https://www.linkedin.com/in/beth-doherty-444029189,YES,https://www.linkedin.com/in/beth-doherty-444029189
6dd15e67-fd36-4103-a5ef-ea1dc789d680,HARBOR BAY LEARNING LLC.,harborbaylearners.com,BRUNSWICK,MD,21716,,YES,YES,,,,,,
847fc701-40f4-4dd0-8a3f-5299bc018d26,"PNC BANK, N.A.",pncbank.com,Baltimore,MD,15219,,YES,YES,,,,,,
a92b2603-aabc-4d25-9385-23ee2230caee,The AFRO-American Newspapers,afro.com,Baltimore,MD,15208,https://www.linkedin.com/company/afronews,YES,YES,YES,https://www.linkedin.com/in/rances-toni-draper-a453531/,YES,https://www.linkedin.com/in/benjamin-phillips-iv-169a2b12,YES,https://www.linkedin.com/in/benjamin-phillips-iv-169a2b12
1ce953e6-2713-4fbf-80fd-7f7b9f8a6657,THE CHILDRENS DOCTOR LLC,thechildrensdoctor.com.au,Bella Vista,MD,21740,,YES,YES,,,,,,
36bfd458-4aa0-4d61-a81a-2d59af10d993,DIGITAL POLYGON LLC,digitalpolygon.com,Bethesda,MD,20837,,YES,YES,YES,https://www.linkedin.com/in/preethikarunakaran,YES,https://www.linkedin.com/in/preethikarunakaran,YES,https://www.linkedin.com/in/preethikarunakaran
e5b7361e-2d24-48e7-a5fd-959f5f8fad2b,MARYLAND VISION CENTER PA,marylandvisioncenter.com,Bethesda,MD,21703,,YES,YES,YES,https://www.linkedin.com/in/jayme-sutton-2a758425,YES,https://www.linkedin.com/in/jayme-sutton-2a758425,YES,https://www.linkedin.com/in/jayme-sutton-2a758425
14c7ebec-d6b9-40f8-a1a0-0a389508a763,DARWIN RECRUITMENT INC,darwinrecruitment.com,Billericay,MD,21550,,YES,YES,YES,https://www.linkedin.com/in/nicholas-peile-b47a06180,YES,https://www.linkedin.com/in/adam-drew-46268b38,YES,https://www.linkedin.com/in/kieran-mead123
3cf3666d-f9a3-4222-9487-4cc6c3318f6c,"MACCAFERRI, INC.",maccaferri.com,Bologna,MD,21795,,YES,YES,YES,https://www.linkedin.com/in/robert-masha-116a9083,YES,https://www.linkedin.com/in/jasmine-siow-8015b35,YES,https://www.linkedin.com/in/abhishek-girdhar-a1297625
aed44954-b643-4491-ab04-e3df19e8fb19,"BODYSENSE PT, LLC",bodysensept.com,Boonsboro,MD,21713,,YES,YES,YES,,YES,,YES,
02f0ac8b-9905-4c6c-9281-dd556f8dbd9b,"CENTRAL PRECISION, INC.",centralprecision.com,Boonsboro,MD,21713,https://www.linkedin.com/company/central-precision-inc.,YES,YES,YES,,,,,
e77e19cb-ef24-4f80-a8b8-8e07c8ea3e7f,"MVP YOUTH, INC.",ukyouth.org,Bransgore,MD,21502,,YES,YES,YES,https://www.linkedin.com/in/laura-badley-a2106a58,YES,https://www.linkedin.com/in/alan-carr-09a368b8,YES,https://www.linkedin.com/in/jacob-diggle-37023950
374c3882-4404-42dd-be49-6ddbe729f008,"DJR ASSOCIATES, INC.",djrassociates.co.uk,Bristol,MD,21783,,YES,YES,YES,https://www.linkedin.com/in/david-robshaw-b10038a,YES,https://www.linkedin.com/in/david-robshaw-b10038a,YES,https://www.linkedin.com/in/david-robshaw-b10038a
8549cbd4-48e2-4486-811c-94f3a01a812b,BLUE RIDGE WHEEL COMPANY,blueridgewheelco.com,Brunswick,MD,21758,,YES,YES,,,,,,
2f405f7e-b284-4032-9024-155eb928b6d2,MAMA T'S INC.,mamamia.se,Brunswick,MD,21716,,YES,YES,YES,,YES,,YES,
667ae589-ccec-46ad-aa2e-966daa8385ee,"J. J. CREWE & SON, INC.",jjcrewe.com,Buckeystown,MD,25430,,YES,YES,YES,,YES,,YES,
7717c061-13de-427c-a1cd-40116b1a12ce,"Roy Jorgensen Associates, Inc.",royjorgensen.com,Buckeystown,MD,21717,https://www.linkedin.com/company/royjorgensenassociates,YES,YES,YES,,YES,https://www.linkedin.com/in/natalie-brumbaugh-cpa-3bb54328/,YES,https://www.linkedin.com/in/lauren-morgan-23b4b4a8/
92036f19-3f49-4b7a-b98c-eb4458930c85,Bedford Road Pharmacy Inc.,pharmacareofcumberland.com,CUMBERLAND,MD,21502,https://www.linkedin.com/company/bedford-road-pharmacy-inc.,YES,YES,YES,,YES,,YES,
ab31e1ab-48f4-4235-9b18-171b5f50e113,"HEALTH MATTERS, LLC",healthmatters.ie,CUMBERLAND,MD,21502,,YES,YES,,,,,,
830bc904-d6fa-46fa-b489-7634236b46f2,"HUMA SHAKIL, M.D., P.A.",humabrasil.com.br,CUMBERLAND,MD,21502,,YES,YES,,,,,,
2bf885b7-b685-4282-bc9e-08f3d628f135,"JEREMY DRELICH, M.D.",jeremyfrench.co.uk,CUMBERLAND,MD,21502,,YES,YES,YES,,YES,,YES,
ea6319c3-af28-4e3a-b841-249ad9880993,"HENRY FUNERAL HOME, INC.",henryfh.com,Cambridge,MD,24402,,YES,YES,,,,,,
f2402295-4891-4f13-bdcc-fc35b7119049,"BURDETTE BROTHERS, INC.",burdettebrothers.com,Clarksburg,MD,21755,,YES,YES,,,,,,
694b9b2f-5b61-42ab-b927-30d00d064a1b,"CASTELLO SYSTEMS, INC.",castellosystems.com,Columbia,MD,20176,,YES,YES,YES,https://www.linkedin.com/in/tom-santanello-b928411,YES,https://www.linkedin.com/in/tom-santanello-b928411,YES,https://www.linkedin.com/in/tom-santanello-b928411
8e75249f-fe27-4e31-befa-1c66d15eaf1b,KEVIN E CARLSON MD PA,kevincarlsonmd.com,Columbia,MD,20144,,YES,YES,,,,,,
9b119e79-cc95-44eb-9d20-90c76c6dc8c8,"DIXIE ELECTRIC, INC.",dixie-electric.com,Concord,MD,21769,,YES,YES,YES,,YES,https://www.linkedin.com/in/vishesha-shah-cpa-78908046,YES,https://www.linkedin.com/in/vishesha-shah-cpa-78908046
2637d7a3-f511-4701-9d37-dc3ced5f158c,"SHIP DESIGN USA, INC.",ship-design-bmk.com,Constanţa,MD,21756,,YES,YES,,,,,,
dc0eb6bb-9e70-4249-8cff-55682d6d8a1b,"ADAMS FAMILY FUNERAL HOME, PA",adamsfamilyfuneralhome.com,Cumberland,MD,21502,,YES,YES,,,,,,
2a3e8a7a-442e-4ebb-bf03-c4e356a93ab9,ADVANCED DIAGNOSTIC RADIOLOGY,adronline.org,Cumberland,MD,21502,,YES,YES,YES,https://www.linkedin.com/in/courtney-swarner-14863618b,YES,https://www.linkedin.com/in/courtney-swarner-14863618b,YES,https://www.linkedin.com/in/courtney-swarner-14863618b
09f328bc-eef9-4a2b-9463-da6691c6f2e5,"AIRCON ENGINEERING, INC.",airconengr.com,Cumberland,MD,21502,,YES,YES,,,,,,
3b3db80a-01be-44ff-9257-ad7c1dbd37c2,"ALLEGANY LAW FOUNDATION, INC.",alleganylaw.com,Cumberland,MD,21502,,YES,YES,YES,https://www.linkedin.com/in/lori-lewis-2947ba230,YES,https://www.linkedin.com/in/lori-lewis-2947ba230,YES,https://www.linkedin.com/in/lori-lewis-2947ba230
2ce828f3-2593-4aa7-9c1e-5d352c785906,"AMERICAN EFFICIENCY SERVICES, LLC",americanefficiency.com,Cumberland,MD,21502,,YES,YES,YES,https://www.linkedin.com/in/tom-summers-332854204,YES,https://www.linkedin.com/in/paige-johnson-b4462080,YES,https://www.linkedin.com/in/justin-mccollum-627349169
5a455116-b040-465b-86ee-2652ac8acbe7,"ARCHWAY STATION, INC.",archwaystation.net,Cumberland,MD,21502,,YES,YES,YES,,YES,,YES,
e535a81a-2e96-4aec-8a4d-7ebf3eea4a27,All Superior Roofing,allsuperiorroofing.com,Cumberland,MD,21502,https://www.linkedin.com/company/all-superior-roofing,,YES,,,,,,
8d934f9c-2ec0-479c-81f8-eeae5bebb78b,"CARE VENTURES, INC.",careventures.net,Cumberland,MD,21502,,YES,YES,YES,https://www.linkedin.com/in/megan-holly-b38369135,YES,https://www.linkedin.com/in/frank-palumbo-151146130,YES,https://www.linkedin.com/in/kristin-diamond-85b646b8
af2f6c5d-d8d0-4493-aab6-c99356012187,CHESSIE FEDERAL CREDIT UNION,chessiefcu.org,Cumberland,MD,21501,https://www.linkedin.com/company/chessie-federal-credit-union,YES,YES,YES,https://www.linkedin.com/in/kathleen-williams-96baa5235,YES,https://www.linkedin.com/in/kayla-detrick-68a10b140,YES,https://www.linkedin.com/in/kathleen-williams-96baa5235
bf7d597c-fe90-47ce-af38-08f3dc6d58f2,"FRIENDS AWARE, INC.",friendsaware.org,Cumberland,MD,21502,,YES,YES,YES,https://www.linkedin.com/in/stephanie-parks-b31a4511b,YES,https://www.linkedin.com/in/stephanie-parks-b31a4511b,YES,https://www.linkedin.com/in/stephanie-parks-b31a4511b
ca34956f-01d4-413b-915a-04993ab789e5,"GLASS SERVICE OF CUMBERLAND, INC.",glassservicecumberland.com,Cumberland,MD,21502,,YES,YES,,,,,,
ecae5e29-ed6b-4881-b47c-d8ccd81bffe0,Grow West Cannabis Company,growwestmd.com,Cumberland,MD,21502,https://www.linkedin.com/company/growwestmd,,YES,YES,https://www.linkedin.com/in/william-valois-b7b9b79,YES,https://www.linkedin.com/in/michaelbonchick,YES,https://www.linkedin.com/in/trissa-myers-2663601a9/
45d3dbb3-49ff-4986-a32e-49da6638964e,Queen City Motors,queencitymotorsonline.com,Cumberland,MD,21502,https://www.linkedin.com/company/qcmdealership,YES,YES,,,,,,
9e4fe91a-38d1-4f69-893e-bb15a4b46e81,REPTILIAN ARTS,reptilianarts.com,Cumberland,MD,21530,,YES,YES,,,,,,
9a491bc9-aeab-4d1d-8dc1-07f4e4888832,TIMBROOK AUTOMOTIVE,timbrook.com,Cumberland,MD,21502,https://www.linkedin.com/company/timbrook-automotive,YES,YES,YES,https://www.linkedin.com/in/fred-timbrook-38a825207/,,,,
0a95bf27-3757-44fb-a6cc-978176ea4cdb,WALTER N YODER & SONS INC,wnyoder.com,Cumberland,MD,21502,https://www.linkedin.com/company/walter-n-yoder-&-sons-inc,YES,YES,YES,https://www.linkedin.com/in/carrie-wean-804473184,YES,https://www.linkedin.com/in/carrie-wean-804473184,YES,https://www.linkedin.com/in/carrie-wean-804473184
1c741fca-4ab3-4415-ac26-243a5374911e,WESTERN MARYLAND CONSORTIUM,westernmarylandconsortium.org,Cumberland,MD,21502,,YES,YES,YES,,YES,,YES,
3d57635f-07d6-49c3-8a66-f155b9167618,"Neutron Products, Inc.",neutronprod.com,DICKERSON,MD,20842,https://www.linkedin.com/company/neutron-products-inc.,YES,YES,,,,,,
445e600b-d088-4be9-9a27-7e63af265da6,"DPR GROUP, INC.",dpr.eu.com,Dublin,MD,21702,,YES,YES,,,,,,
60573ad2-070a-4273-9455-3905e7fa323a,Bill Miller Equipment Sales,bmillerequipmentsales.com,ECKHART,MD,21528,https://www.linkedin.com/company/bmesales,YES,YES,YES,,YES,,YES,
869ef3b6-3185-463f-9fbd-c0dc1ade6f50,"TRI-STATE CONTROLS, INC",tristarcontrols.ca,Edmonton,MD,21795,,YES,YES,,,,,,
4fe112e0-9812-4119-89cb-77c1fbce00fb,Grindstone Sales Support Experts,grindstone.com,Ellicott City,MD,20105,https://www.linkedin.com/company/grindstone,YES,YES,,,,,,
6fc04b71-3cbf-4e77-9d04-cfa9498df1e1,ALEXANDER BINZEL CORPORATION,binzel-abicor.com,FREDERICK,MD,21703,https://www.linkedin.com/company/alexander-binzel-corporation,YES,YES,YES,https://www.linkedin.com/in/larry-cassesa-b4524518/,,,YES,https://www.linkedin.com/in/megan-grable-2732ba50/
de196629-0d18-4385-a311-cc981280775a,BILANA TECH LLC,bilanatech.com,FREDERICK,MD,21703,,YES,YES,YES,https://www.linkedin.com/in/svetlana-dudina-cheshmedjieva-3955478,YES,https://www.linkedin.com/in/svetlana-dudina-cheshmedjieva-3955478,YES,https://www.linkedin.com/in/svetlana-dudina-cheshmedjieva-3955478
c43f9aea-9672-4f6c-b34d-65e390825572,COTH TECHNOLOGIES INC,cothtechnologies.com,FREDERICK,MD,21702,,YES,YES,,,,,,
3871a9f4-8c16-4021-8ff9-13781f72a338,CRAIC LLC,craic.ca,FREDERICK,MD,21702,,YES,YES,,,,,,
c7c22c28-5407-4de5-b232-b7a3ac25ffbf,D & D DRILLING INC,dddrilling.com,FREDERICK,MD,21703,https://www.linkedin.com/company/d-&-d-drilling-inc,YES,YES,,,,,,
ec181c52-35f4-4046-8489-780174548841,"GRAPHIC RELIEF, INC.",graphicrelief.co.uk,FREDERICK,MD,21702,,YES,YES,YES,https://www.linkedin.com/in/eric-barrett-91571797,YES,https://www.linkedin.com/in/eric-barrett-91571797,YES,https://www.linkedin.com/in/eric-barrett-91571797
b0478667-8f4c-4adb-accd-5b982b8e70e4,"INTERVID, INC.",intervid.lt,FREDERICK,MD,21703,,YES,YES,,,,,,
8d1137c0-8da3-4c33-97c7-bdc21eb942e4,"LIVE LOCAL, SELL LOCAL, LLC",livelocal.co.in,FREDERICK,MD,21703,,YES,YES,,,,,,
f8ca9991-dc58-4a87-8b4b-7669bf34fb25,"PCR, LLC",pcr.energy,FREDERICK,MD,21703,,YES,YES,YES,https://www.linkedin.com/in/miguel-torilo-b0995954,YES,https://www.linkedin.com/in/juan-giglio-17a073a6,YES,https://www.linkedin.com/in/miguel-torilo-b0995954
13c29998-7706-47c0-b986-38c51a6adb60,SIGNAGEN LABORATORIES,signagenlabs.com,FREDERICK,MD,21703,,YES,YES,,,,,,
43fe4753-9b4d-4d5c-8281-e5693fd07bcc,Stadler Nurseries,stadlergardencenters.com,FREDERICK,MD,21703,https://www.linkedin.com/company/stadler-nurseries,YES,YES,,,,,,
4563ae6a-9066-46e4-a1b4-2ecc521b3461,ZALGEN LABS,zalgenlabs.com,FREDERICK,MD,21703,,YES,YES,YES,,YES,,YES,
fc8104a4-962e-4a82-aa1b-abb551c92fde,RELIABLE CLEANING SOLUTIONS LLC,reliablecleaningsolutions.net,FRIENDSVILLE,MD,21531,,YES,YES,,,,,,
bacaebd6-d7b4-4b43-b861-54ce050cee61,H&H WELL DRILLING LLC,handhwell.com,Fairplay,MD,21733,,YES,YES,,,,,,
7cf7727a-7376-493b-9045-404d87fb1d79,"A DAVID CREATION, LLC",adavidcreation.com,Frederick,MD,21702,,YES,YES,YES,https://www.linkedin.com/in/atalaya-lenke,YES,https://www.linkedin.com/in/atalaya-lenke,YES,https://www.linkedin.com/in/atalaya-lenke
344fda94-ab1d-4d1a-8b24-f72d79884aff,"AAALAC INTERNATIONAL, INC.",aaalac.org,Frederick,MD,21703,https://www.linkedin.com/company/north-pocono-sd,YES,YES,YES,https://www.linkedin.com/in/kathryn-bayne-4727251b,YES,https://www.linkedin.com/in/dustin-mulhollen-a8736860,YES,
de3fa450-9537-426e-8ddc-c947ece6ee13,ALL FLAGG INC.,blaflagg.org,Frederick,MD,21702,,YES,YES,YES,,YES,,YES,
c2bc5df8-b1a3-4b39-8913-36a5cd9f92e1,"AMERICAN LUMBER STANDARD COMMITTEE, INC.",alsc.org,Frederick,MD,21703,,YES,YES,YES,https://www.linkedin.com/in/hunter-vess-63a882a6,YES,https://www.linkedin.com/in/hunter-vess-63a882a6,YES,https://www.linkedin.com/in/hunter-vess-63a882a6
fc01d856-c3ae-43cd-927c-9c739c6cee20,AUSHERMAN FAMILY FOUNDATION,aushermanfamilyfoundation.org,Frederick,MD,21702,,YES,YES,YES,https://www.linkedin.com/in/leighsauter,YES,https://www.linkedin.com/in/leighsauter,YES,https://www.linkedin.com/in/leighsauter
d558ba0c-fe06-4a3c-ad98-8b650f85b634,AUSHERMAN HOMES,aushermanproperties.com,Frederick,MD,21702,https://www.linkedin.com/company/ausherman-homes,,YES,YES,,YES,,,
e6ea8dfd-eed0-4d0c-a0c1-bb1538c4ef9a,AboveAir Technologies,aboveair.com,Frederick,MD,21703,https://www.linkedin.com/company/aboveair-technologies,YES,YES,YES,https://www.linkedin.com/in/melissa-fedor-285390249,YES,https://www.linkedin.com/in/melissa-fedor-285390249,YES,https://www.linkedin.com/in/david-bennett-a65b0111
2f61994a-4701-4cbf-8453-bf1e8e6e7537,"Advanced Window, Inc. (AWI)",advancedwindow.net,Frederick,MD,21703,https://www.linkedin.com/company/advancedwindowinc,YES,YES,YES,https://www.linkedin.com/in/michael-casselberry-8933262a,YES,https://www.linkedin.com/in/michael-casselberry-8933262a,YES,https://www.linkedin.com/in/michael-casselberry-8933262a
e5bbed71-c608-4ff8-a3f5-e9a795b9f487,Aka Friscos,akafriscos.com,Frederick,MD,21703,https://www.linkedin.com/company/aka-friscos,,YES,,,,,,
d1bba402-6f0a-48c9-9eaf-e94fa0a4bab2,"Allied Technologies and Consulting, LLC.",atc-fred.com,Frederick,MD,21702,https://www.linkedin.com/company/allied-technologies-and-consulting-llc-,YES,YES,YES,https://www.linkedin.com/in/intisar-abbasi-4a0b001a/,YES,,YES,https://www.linkedin.com/in/leila-abbasi/
e982dc2f-a4c2-41dd-b779-b6e6a457f522,"American Computer Development, Inc. (ACDi) ""In Touch With Technology""",acdi.com,Frederick,MD,21702,https://www.linkedin.com/company/acdi,YES,YES,YES,https://www.linkedin.com/in/bill-hornbaker-8503481/,YES,https://www.linkedin.com/in/linda-collins-165395148,YES,https://www.linkedin.com/in/kim-boykin-72761030
403cb7a0-a445-4ad7-927d-8785c5f4c976,"Augmentation, Inc.",augmentation.com,Frederick,MD,21702,https://www.linkedin.com/company/augmentation-inc.,,YES,YES,https://www.linkedin.com/in/jim-davis-71a827/,,,,
811d8241-4fa7-435c-aa27-9f4ee2ab0468,"BOGGS ENVIRONMENTAL CONSULTANTS, IN",boggsenvironmental.com,Frederick,MD,21769,,YES,YES,YES,,YES,,YES,
1ce1a07a-5862-4274-82ff-c0630a03b521,BRITECYTE INC.,britecyte.com,Frederick,MD,21703,,YES,YES,YES,https://www.linkedin.com/in/molly-saunders-0ab104116,YES,https://www.linkedin.com/in/alla-danilkovitch-9569798,YES,https://www.linkedin.com/in/alla-danilkovitch-9569798
a1e954ec-0c09-4009-9929-6ff763394efb,"BRUCHEY BUILDERS, INC.",brucheybuilders.com,Frederick,MD,21702,,YES,YES,,,,,,
